mun_mic_mes,Municipio_ID
"Nova EraItabiraMetropolitana de Belo Horizonte",2763
"Nova LimaBelo HorizonteMetropolitana de Belo Horizonte",2764
"Nova MódicaGovernador ValadaresVale do Rio Doce",2765
"Nova PonteAraxáTriângulo Mineiro/Alto Paranaíba",2766
"Nova PorteirinhaJanaúbaNorte de Minas",2767
"Nova ResendeSão Sebastião do ParaísoSul/Sudoeste de Minas",2768
"Nova SerranaDivinópolisOeste de Minas",2769
"Nova UniãoItabiraMetropolitana de Belo Horizonte",2770
"Novo CruzeiroAraçuaíJequitinhonha",2771
"Novo Oriente de MinasTeófilo OtoniVale do Mucuri",2772
"NovorizonteSalinasNorte de Minas",2773
"OlariaJuiz de ForaZona da Mata",2774
"Olhos-d'ÁguaBocaiúvaNorte de Minas",2775
"Olímpio NoronhaSão LourençoSul/Sudoeste de Minas",2776
"OliveiraOliveiraOeste de Minas",2777
"Oliveira FortesJuiz de ForaZona da Mata",2778
"Onça de PitanguiPará de MinasMetropolitana de Belo Horizonte",2779
"OratóriosPonte NovaZona da Mata",2780
"OrizâniaMuriaéZona da Mata",2781
"Ouro BrancoConselheiro LafaieteMetropolitana de Belo Horizonte",2782
"Ouro FinoPoços de CaldasSul/Sudoeste de Minas",2783
"Ouro PretoOuro PretoMetropolitana de Belo Horizonte",2784
"Ouro Verde de MinasTeófilo OtoniVale do Mucuri",2785
"Padre CarvalhoGrão MogolNorte de Minas",2786
"Padre ParaísoAraçuaíJequitinhonha",2787
"Pai PedroJanaúbaNorte de Minas",2788
"PaineirasTrês MariasCentral Mineira",2789
"PainsFormigaOeste de Minas",2790
"PaivaJuiz de ForaZona da Mata",2791
"PalmaCataguasesZona da Mata",2792
PalmópolisAlmenaraJequitinhonha,2793
"PapagaiosSete LagoasMetropolitana de Belo Horizonte",2794
"Pará de MinasPará de MinasMetropolitana de Belo Horizonte",2795
"ParacatuParacatuNoroeste de Minas",2796
"ParaguaçuAlfenasSul/Sudoeste de Minas",2797
"ParaisópolisItajubáSul/Sudoeste de Minas",2798
"ParaopebaSete LagoasMetropolitana de Belo Horizonte",2799
"Passa QuatroSão LourençoSul/Sudoeste de Minas",2800
"Passa TempoOliveiraOeste de Minas",2801
"Passa VinteAndrelândiaSul/Sudoeste de Minas",2802
"PassabémConceição do Mato DentroMetropolitana de Belo Horizonte",2803
"PassosPassosSul/Sudoeste de Minas",2804
"PatisMontes ClarosNorte de Minas",2805
"Patos de MinasPatos de MinasTriângulo Mineiro/Alto Paranaíba",2806
"PatrocínioPatrocínioTriângulo Mineiro/Alto Paranaíba",2807
"Patrocínio do MuriaéMuriaéZona da Mata",2808
"Paula CândidoViçosaZona da Mata",2809
"PaulistasGuanhãesVale do Rio Doce",2810
"PavãoTeófilo OtoniVale do Mucuri",2811
"PeçanhaPeçanhaVale do Rio Doce",2812
"Pedra AzulPedra AzulJequitinhonha",2813
"Pedra BonitaManhuaçuZona da Mata",2814
"Pedra do AntaViçosaZona da Mata",2815
"Pedra do IndaiáFormigaOeste de Minas",2816
"Pedra DouradaMuriaéZona da Mata",2817
"PedralvaSanta Rita do SapucaíSul/Sudoeste de Minas",2818
"Pedras de Maria da CruzJanuáriaNorte de Minas",2819
"PedrinópolisAraxáTriângulo Mineiro/Alto Paranaíba",2820
"Pedro LeopoldoBelo HorizonteMetropolitana de Belo Horizonte",2821
"Pedro TeixeiraJuiz de ForaZona da Mata",2822
"PequeriJuiz de ForaZona da Mata",2823
"PequiSete LagoasMetropolitana de Belo Horizonte",2824
"PerdigãoDivinópolisOeste de Minas",2825
"PerdizesAraxáTriângulo Mineiro/Alto Paranaíba",2826
"PerdõesCampo BeloOeste de Minas",2827
"PeriquitoIpatingaVale do Rio Doce",2828
"PescadorGovernador ValadaresVale do Rio Doce",2829
"PiauJuiz de ForaZona da Mata",2830
"Piedade de CaratingaCaratingaVale do Rio Doce",2831
"Piedade de Ponte NovaPonte NovaZona da Mata",2832
"Piedade do Rio GrandeSão João Del ReiCampo das Vertentes",2833
"Piedade dos GeraisItaguaraMetropolitana de Belo Horizonte",2834
"PimentaFormigaOeste de Minas",2835
"Pingo d'ÁguaCaratingaVale do Rio Doce",2836
"PintópolisJanuáriaNorte de Minas",2837
"PiracemaOliveiraOeste de Minas",2838
"PirajubaFrutalTriângulo Mineiro/Alto Paranaíba",2839
"PirangaViçosaZona da Mata",2840
"PiranguçuItajubáSul/Sudoeste de Minas",2841
"PiranguinhoItajubáSul/Sudoeste de Minas",2842
"PirapetingaCataguasesZona da Mata",2843
"PiraporaPiraporaNorte de Minas",2844
"PiraúbaUbáZona da Mata",2845
"PitanguiPará de MinasMetropolitana de Belo Horizonte",2846
"PiumhiPiuíOeste de Minas",2847
"PlanuraFrutalTriângulo Mineiro/Alto Paranaíba",2848
"Poço FundoAlfenasSul/Sudoeste de Minas",2849
"Poços de CaldasPoços de CaldasSul/Sudoeste de Minas",2850
"PocraneAimorésVale do Rio Doce",2851
"PompéuTrês MariasCentral Mineira",2852
"Ponte NovaPonte NovaZona da Mata",2853
"Ponto ChiqueMontes ClarosNorte de Minas",2854
"Ponto dos VolantesAraçuaíJequitinhonha",2855
"PorteirinhaJanaúbaNorte de Minas",2856
"Porto FirmeViçosaZona da Mata",2857
"PotéTeófilo OtoniVale do Mucuri",2858
"Pouso AlegrePouso AlegreSul/Sudoeste de Minas",2859
"Pouso AltoSão LourençoSul/Sudoeste de Minas",2860
"PradosSão João Del ReiCampo das Vertentes",2861
"PrataUberlândiaTriângulo Mineiro/Alto Paranaíba",2862
"PratápolisPassosSul/Sudoeste de Minas",2863
"PratinhaAraxáTriângulo Mineiro/Alto Paranaíba",2864
"Presidente BernardesViçosaZona da Mata",2865
"Presidente JuscelinoCurveloCentral Mineira",2866
"Presidente KubitschekDiamantinaJequitinhonha",2867
"Presidente OlegárioParacatuNoroeste de Minas",2868
"Prudente de MoraisSete LagoasMetropolitana de Belo Horizonte",2869
"Quartel GeralBom DespachoCentral Mineira",2870
"QueluzitoConselheiro LafaieteMetropolitana de Belo Horizonte",2871
"RapososBelo HorizonteMetropolitana de Belo Horizonte",2872
"Raul SoaresPonte NovaZona da Mata",2873
"RecreioCataguasesZona da Mata",2874
"RedutoManhuaçuZona da Mata",2875
"Resende CostaSão João Del ReiCampo das Vertentes",2876
"ResplendorAimorésVale do Rio Doce",2877
"RessaquinhaBarbacenaCampo das Vertentes",2878
"RiachinhoPiraporaNorte de Minas",2879
"Riacho dos MachadosJanaúbaNorte de Minas",2880
"Ribeirão das NevesBelo HorizonteMetropolitana de Belo Horizonte",2881
"Ribeirão VermelhoLavrasCampo das Vertentes",2882
"Rio AcimaBelo HorizonteMetropolitana de Belo Horizonte",2883
"Rio CascaPonte NovaZona da Mata",2884
"Rio do PradoAlmenaraJequitinhonha",2885
"Rio DocePonte NovaZona da Mata",2886
"Rio EsperaViçosaZona da Mata",2887
"Rio MansoItaguaraMetropolitana de Belo Horizonte",2888
"Rio NovoJuiz de ForaZona da Mata",2889
"Rio ParanaíbaPatos de MinasTriângulo Mineiro/Alto Paranaíba",2890
"Rio Pardo de MinasSalinasNorte de Minas",2891
"Rio PiracicabaItabiraMetropolitana de Belo Horizonte",2892
"Rio PombaUbáZona da Mata",2893
"Rio PretoJuiz de ForaZona da Mata",2894
"Rio VermelhoConceição do Mato DentroMetropolitana de Belo Horizonte",2895
"RitápolisSão João Del ReiCampo das Vertentes",2896
"Rochedo de MinasJuiz de ForaZona da Mata",2897
"RodeiroUbáZona da Mata",2898
"RomariaPatrocínioTriângulo Mineiro/Alto Paranaíba",2899
"Rosário da LimeiraMuriaéZona da Mata",2900
"RubelitaSalinasNorte de Minas",2901
RubimAlmenaraJequitinhonha,2902
"SabaráBelo HorizonteMetropolitana de Belo Horizonte",2903
"SabinópolisGuanhãesVale do Rio Doce",2904
"SacramentoAraxáTriângulo Mineiro/Alto Paranaíba",2905
"SalinasSalinasNorte de Minas",2906
"Salto da DivisaAlmenaraJequitinhonha",2907
"Santa BárbaraItabiraMetropolitana de Belo Horizonte",2908
"Santa Bárbara do LesteCaratingaVale do Rio Doce",2909
"Santa Bárbara do Monte VerdeJuiz de ForaZona da Mata",2910
"Santa Bárbara do TugúrioBarbacenaCampo das Vertentes",2911
"Santa Cruz de MinasSão João Del ReiCampo das Vertentes",2912
"Santa Cruz de SalinasSalinasNorte de Minas",2913
"Santa Cruz do EscalvadoPonte NovaZona da Mata",2914
"Santa Efigênia de MinasGuanhãesVale do Rio Doce",2915
"Santa Fé de MinasPiraporaNorte de Minas",2916
"Santa Helena de MinasNanuqueVale do Mucuri",2917
"Santa JulianaAraxáTriângulo Mineiro/Alto Paranaíba",2918
"Santa LuziaBelo HorizonteMetropolitana de Belo Horizonte",2919
"Santa MargaridaManhuaçuZona da Mata",2920
"Santa Maria de ItabiraItabiraMetropolitana de Belo Horizonte",2921
"Santa Maria do SaltoAlmenaraJequitinhonha",2922
"Santa Maria do SuaçuíPeçanhaVale do Rio Doce",2923
"Santa Rita de CaldasPoços de CaldasSul/Sudoeste de Minas",2924
"Santa Rita de IbitipocaJuiz de ForaZona da Mata",2925
"Santa Rita de JacutingaJuiz de ForaZona da Mata",2926
"Santa Rita de MinasCaratingaVale do Rio Doce",2927
"Santa Rita do ItuetoAimorésVale do Rio Doce",2928
"Santa Rita do SapucaíSanta Rita do SapucaíSul/Sudoeste de Minas",2929
"Santa Rosa da SerraPatos de MinasTriângulo Mineiro/Alto Paranaíba",2930
"Santa VitóriaItuiutabaTriângulo Mineiro/Alto Paranaíba",2931
"Santana da VargemVarginhaSul/Sudoeste de Minas",2932
"Santana de CataguasesCataguasesZona da Mata",2933
"Santana de PirapamaSete LagoasMetropolitana de Belo Horizonte",2934
"Santana do DesertoJuiz de ForaZona da Mata",2935
"Santana do GarambéuSão João Del ReiCampo das Vertentes",2936
"Santana do JacaréCampo BeloOeste de Minas",2937
"Santana do ManhuaçuManhuaçuZona da Mata",2938
"Santana do ParaísoIpatingaVale do Rio Doce",2939
"Santana do RiachoSete LagoasMetropolitana de Belo Horizonte",2940
"Santana dos MontesConselheiro LafaieteMetropolitana de Belo Horizonte",2941
"Santo Antônio do AmparoOliveiraOeste de Minas",2942
"Santo Antônio do AventureiroCataguasesZona da Mata",2943
"Santo Antônio do GramaPonte NovaZona da Mata",2944
"Santo Antônio do ItambéConceição do Mato DentroMetropolitana de Belo Horizonte",2945
"Santo Antônio do JacintoAlmenaraJequitinhonha",2946
"Santo Antônio do MonteDivinópolisOeste de Minas",2947
"Santo Antônio do RetiroSalinasNorte de Minas",2948
"Santo Antônio do Rio AbaixoConceição do Mato DentroMetropolitana de Belo Horizonte",2949
"Santo HipólitoCurveloCentral Mineira",2950
"Santos DumontJuiz de ForaZona da Mata",2951
"São Bento AbadeVarginhaSul/Sudoeste de Minas",2952
"São Brás do SuaçuíConselheiro LafaieteMetropolitana de Belo Horizonte",2953
"São Domingos das DoresCaratingaVale do Rio Doce",2954
"São Domingos do PrataItabiraMetropolitana de Belo Horizonte",2955
"São Félix de MinasMantenaVale do Rio Doce",2956
"São FranciscoJanuáriaNorte de Minas",2957
"São Francisco de PaulaOliveiraOeste de Minas",2958
"São Francisco de SalesFrutalTriângulo Mineiro/Alto Paranaíba",2959
"São Francisco do GlóriaMuriaéZona da Mata",2960
"São GeraldoUbáZona da Mata",2961
"São Geraldo da PiedadeGovernador ValadaresVale do Rio Doce",2962
"São Geraldo do BaixioGovernador ValadaresVale do Rio Doce",2963
"São Gonçalo do AbaetéParacatuNoroeste de Minas",2964
"São Gonçalo do ParáDivinópolisOeste de Minas",2965
"São Gonçalo do Rio AbaixoItabiraMetropolitana de Belo Horizonte",2966
"São Gonçalo do Rio PretoDiamantinaJequitinhonha",2967
"São Gonçalo do SapucaíSanta Rita do SapucaíSul/Sudoeste de Minas",2968
"São GotardoPatos de MinasTriângulo Mineiro/Alto Paranaíba",2969
"São João Batista do GlóriaPassosSul/Sudoeste de Minas",2970
"São João da LagoaMontes ClarosNorte de Minas",2971
"São João da MataSanta Rita do SapucaíSul/Sudoeste de Minas",2972
"São João da PonteMontes ClarosNorte de Minas",2973
"São João das MissõesJanuáriaNorte de Minas",2974
"São João del ReiSão João Del ReiCampo das Vertentes",2975
"São João do ManhuaçuManhuaçuZona da Mata",2976
"São João do ManteninhaMantenaVale do Rio Doce",2977
"São João do OrienteCaratingaVale do Rio Doce",2978
"São João do PacuíMontes ClarosNorte de Minas",2979
"São João do ParaísoSalinasNorte de Minas",2980
"São João EvangelistaGuanhãesVale do Rio Doce",2981
"São João NepomucenoJuiz de ForaZona da Mata",2982
"São Joaquim de BicasBelo HorizonteMetropolitana de Belo Horizonte",2983
"São José da BarraPassosSul/Sudoeste de Minas",2984
"São José da LapaBelo HorizonteMetropolitana de Belo Horizonte",2985
"São José da SafiraGovernador ValadaresVale do Rio Doce",2986
"São José da VarginhaPará de MinasMetropolitana de Belo Horizonte",2987
"São José do AlegreSanta Rita do SapucaíSul/Sudoeste de Minas",2988
"São José do DivinoGovernador ValadaresVale do Rio Doce",2989
"São José do GoiabalItabiraMetropolitana de Belo Horizonte",2990
"São José do JacuriPeçanhaVale do Rio Doce",2991
"São José do MantimentoManhuaçuZona da Mata",2992
"São LourençoSão LourençoSul/Sudoeste de Minas",2993
"São Miguel do AntaViçosaZona da Mata",2994
"São Pedro da UniãoSão Sebastião do ParaísoSul/Sudoeste de Minas",2995
"São Pedro do SuaçuíPeçanhaVale do Rio Doce",2996
"São Pedro dos FerrosPonte NovaZona da Mata",2997
"São RomãoPiraporaNorte de Minas",2998
"São Roque de MinasPiuíOeste de Minas",2999
"São Sebastião da Bela VistaSanta Rita do SapucaíSul/Sudoeste de Minas",3000
"São Sebastião da Vargem AlegreMuriaéZona da Mata",3001
"São Sebastião do AntaCaratingaVale do Rio Doce",3002
"São Sebastião do MaranhãoPeçanhaVale do Rio Doce",3003
"São Sebastião do OesteDivinópolisOeste de Minas",3004
"São Sebastião do ParaísoSão Sebastião do ParaísoSul/Sudoeste de Minas",3005
"São Sebastião do Rio PretoConceição do Mato DentroMetropolitana de Belo Horizonte",3006
"São Sebastião do Rio VerdeSão LourençoSul/Sudoeste de Minas",3007
"São TiagoSão João Del ReiCampo das Vertentes",3008
"São Tomás de AquinoSão Sebastião do ParaísoSul/Sudoeste de Minas",3009
"São Tomé das LetrasVarginhaSul/Sudoeste de Minas",3010
"São Vicente de MinasAndrelândiaSul/Sudoeste de Minas",3011
"Sapucaí-MirimPouso AlegreSul/Sudoeste de Minas",3012
"SardoáGuanhãesVale do Rio Doce",3013
"SarzedoBelo HorizonteMetropolitana de Belo Horizonte",3014
"Sem-PeixePonte NovaZona da Mata",3015
"Senador AmaralPouso AlegreSul/Sudoeste de Minas",3016
"Senador CortesJuiz de ForaZona da Mata",3017
"Senador FirminoUbáZona da Mata",3018
"Senador José BentoPouso AlegreSul/Sudoeste de Minas",3019
"Senador Modestino GonçalvesDiamantinaJequitinhonha",3020
"Senhora de OliveiraViçosaZona da Mata",3021
"Senhora do PortoGuanhãesVale do Rio Doce",3022
"Senhora dos RemédiosBarbacenaCampo das Vertentes",3023
"SericitaPonte NovaZona da Mata",3024
"SeritingaAndrelândiaSul/Sudoeste de Minas",3025
"Serra Azul de MinasConceição do Mato DentroMetropolitana de Belo Horizonte",3026
"Serra da SaudadeBom DespachoCentral Mineira",3027
"Serra do SalitrePatrocínioTriângulo Mineiro/Alto Paranaíba",3028
"Serra dos AimorésNanuqueVale do Mucuri",3029
"SerraniaAlfenasSul/Sudoeste de Minas",3030
"Serranópolis de MinasJanaúbaNorte de Minas",3031
"SerranosAndrelândiaSul/Sudoeste de Minas",3032
"SerroConceição do Mato DentroMetropolitana de Belo Horizonte",3033
"Sete LagoasSete LagoasMetropolitana de Belo Horizonte",3034
"SetubinhaTeófilo OtoniVale do Mucuri",3035
"SilveirâniaUbáZona da Mata",3036
"SilvianópolisSanta Rita do SapucaíSul/Sudoeste de Minas",3037
"Simão PereiraJuiz de ForaZona da Mata",3038
"SimonésiaManhuaçuZona da Mata",3039
"SobráliaGovernador ValadaresVale do Rio Doce",3040
"Soledade de MinasSão LourençoSul/Sudoeste de Minas",3041
"TabuleiroUbáZona da Mata",3042
"TaiobeirasSalinasNorte de Minas",3043
"TaparubaAimorésVale do Rio Doce",3044
"TapiraAraxáTriângulo Mineiro/Alto Paranaíba",3045
"TapiraíPiuíOeste de Minas",3046
"Taquaraçu de MinasItabiraMetropolitana de Belo Horizonte",3047
"TarumirimCaratingaVale do Rio Doce",3048
"TeixeirasViçosaZona da Mata",3049
"Teófilo OtoniTeófilo OtoniVale do Mucuri",3050
"TimóteoIpatingaVale do Rio Doce",3051
"TiradentesSão João Del ReiCampo das Vertentes",3052
"TirosPatos de MinasTriângulo Mineiro/Alto Paranaíba",3053
"TocantinsUbáZona da Mata",3054
"Tocos do MojiPouso AlegreSul/Sudoeste de Minas",3055
"ToledoPouso AlegreSul/Sudoeste de Minas",3056
"TombosMuriaéZona da Mata",3057
"Três CoraçõesVarginhaSul/Sudoeste de Minas",3058
"Três MariasTrês MariasCentral Mineira",3059
"Três PontasVarginhaSul/Sudoeste de Minas",3060
"TumiritingaGovernador ValadaresVale do Rio Doce",3061
"TupaciguaraUberlândiaTriângulo Mineiro/Alto Paranaíba",3062
TurmalinaCapelinhaJequitinhonha,3063
"TurvolândiaSanta Rita do SapucaíSul/Sudoeste de Minas",3064
"UbáUbáZona da Mata",3065
"UbaíMontes ClarosNorte de Minas",3066
"UbaporangaCaratingaVale do Rio Doce",3067
"UberabaUberabaTriângulo Mineiro/Alto Paranaíba",3068
"UberlândiaUberlândiaTriângulo Mineiro/Alto Paranaíba",3069
"UmburatibaNanuqueVale do Mucuri",3070
"UnaíUnaíNoroeste de Minas",3071
"União de MinasFrutalTriângulo Mineiro/Alto Paranaíba",3072
"Uruana de MinasUnaíNoroeste de Minas",3073
"UrucâniaPonte NovaZona da Mata",3074
"UrucuiaJanuáriaNorte de Minas",3075
"Vargem AlegreCaratingaVale do Rio Doce",3076
"Vargem BonitaPiuíOeste de Minas",3077
"Vargem Grande do Rio PardoSalinasNorte de Minas",3078
"VarginhaVarginhaSul/Sudoeste de Minas",3079
"Varjão de MinasParacatuNoroeste de Minas",3080
"Várzea da PalmaPiraporaNorte de Minas",3081
"VarzelândiaMontes ClarosNorte de Minas",3082
"VazanteParacatuNoroeste de Minas",3083
"VerdelândiaMontes ClarosNorte de Minas",3084
VeredinhaCapelinhaJequitinhonha,3085
"VeríssimoUberabaTriângulo Mineiro/Alto Paranaíba",3086
"Vermelho NovoPonte NovaZona da Mata",3087
"VespasianoBelo HorizonteMetropolitana de Belo Horizonte",3088
"ViçosaViçosaZona da Mata",3089
"VieirasMuriaéZona da Mata",3090
"Virgem da LapaAraçuaíJequitinhonha",3091
"VirgíniaItajubáSul/Sudoeste de Minas",3092
"VirginópolisGuanhãesVale do Rio Doce",3093
"VirgolândiaGovernador ValadaresVale do Rio Doce",3094
"Visconde do Rio BrancoUbáZona da Mata",3095
"Volta GrandeCataguasesZona da Mata",3096
"Wenceslau BrazItajubáSul/Sudoeste de Minas",3097
"Afonso CláudioAfonso CláudioCentral Espírito-santense",3098
"Água Doce do NorteBarra de São FranciscoNoroeste Espírito-santense",3099
"Águia BrancaNova VenéciaNoroeste Espírito-santense",3100
"AlegreAlegreSul Espírito-santense",3101
"Alfredo ChavesGuarapariCentral Espírito-santense",3102
"Alto Rio NovoColatinaNoroeste Espírito-santense",3103
"AnchietaGuarapariCentral Espírito-santense",3104
"ApiacáCachoeiro de ItapemirimSul Espírito-santense",3105
"AracruzLinharesLitoral Norte Espírito-santense",3106
"Atílio VivacquaCachoeiro de ItapemirimSul Espírito-santense",3107
"Baixo GuanduColatinaNoroeste Espírito-santense",3108
"Barra de São FranciscoBarra de São FranciscoNoroeste Espírito-santense",3109
"Boa EsperançaNova VenéciaNoroeste Espírito-santense",3110
"Bom Jesus do NorteCachoeiro de ItapemirimSul Espírito-santense",3111
"BrejetubaAfonso CláudioCentral Espírito-santense",3112
"Cachoeiro de ItapemirimCachoeiro de ItapemirimSul Espírito-santense",3113
"CariacicaVitóriaCentral Espírito-santense",3114
"CasteloCachoeiro de ItapemirimSul Espírito-santense",3115
"ColatinaColatinaNoroeste Espírito-santense",3116
"Conceição da BarraSão MateusLitoral Norte Espírito-santense",3117
"Conceição do CasteloAfonso CláudioCentral Espírito-santense",3118
"Divino de São LourençoAlegreSul Espírito-santense",3119
"Domingos MartinsAfonso CláudioCentral Espírito-santense",3120
"Dores do Rio PretoAlegreSul Espírito-santense",3121
"EcoporangaBarra de São FranciscoNoroeste Espírito-santense",3122
"FundãoLinharesLitoral Norte Espírito-santense",3123
"Governador LindenbergColatinaNoroeste Espírito-santense",3124
"GuaçuíAlegreSul Espírito-santense",3125
"GuarapariGuarapariCentral Espírito-santense",3126
"IbatibaAlegreSul Espírito-santense",3127
"IbiraçuLinharesLitoral Norte Espírito-santense",3128
"IbitiramaAlegreSul Espírito-santense",3129
"IconhaGuarapariCentral Espírito-santense",3130
"IrupiAlegreSul Espírito-santense",3131
"ItaguaçuSanta TeresaCentral Espírito-santense",3132
"ItapemirimItapemirimSul Espírito-santense",3133
"ItaranaSanta TeresaCentral Espírito-santense",3134
"IúnaAlegreSul Espírito-santense",3135
"JaguaréSão MateusLitoral Norte Espírito-santense",3136
"Jerônimo MonteiroCachoeiro de ItapemirimSul Espírito-santense",3137
"João NeivaLinharesLitoral Norte Espírito-santense",3138
"Laranja da TerraAfonso CláudioCentral Espírito-santense",3139
"LinharesLinharesLitoral Norte Espírito-santense",3140
"MantenópolisBarra de São FranciscoNoroeste Espírito-santense",3141
"MarataízesItapemirimSul Espírito-santense",3142
"Marechal FlorianoAfonso CláudioCentral Espírito-santense",3143
"MarilândiaColatinaNoroeste Espírito-santense",3144
"Mimoso do SulCachoeiro de ItapemirimSul Espírito-santense",3145
"MontanhaMontanhaLitoral Norte Espírito-santense",3146
"MucuriciMontanhaLitoral Norte Espírito-santense",3147
"Muniz FreireAlegreSul Espírito-santense",3148
"MuquiCachoeiro de ItapemirimSul Espírito-santense",3149
"Nova VenéciaNova VenéciaNoroeste Espírito-santense",3150
"PancasColatinaNoroeste Espírito-santense",3151
"Pedro CanárioSão MateusLitoral Norte Espírito-santense",3152
"PinheirosMontanhaLitoral Norte Espírito-santense",3153
"PiúmaGuarapariCentral Espírito-santense",3154
"Ponto BeloMontanhaLitoral Norte Espírito-santense",3155
"Presidente KennedyItapemirimSul Espírito-santense",3156
"Rio BananalLinharesLitoral Norte Espírito-santense",3157
"Rio Novo do SulGuarapariCentral Espírito-santense",3158
"Santa LeopoldinaSanta TeresaCentral Espírito-santense",3159
"Santa Maria de JetibáSanta TeresaCentral Espírito-santense",3160
"Santa TeresaSanta TeresaCentral Espírito-santense",3161
"São Domingos do NorteColatinaNoroeste Espírito-santense",3162
"São Gabriel da PalhaNova VenéciaNoroeste Espírito-santense",3163
"São José do CalçadoCachoeiro de ItapemirimSul Espírito-santense",3164
"São MateusSão MateusLitoral Norte Espírito-santense",3165
"São Roque do CanaãSanta TeresaCentral Espírito-santense",3166
"SerraVitóriaCentral Espírito-santense",3167
"SooretamaLinharesLitoral Norte Espírito-santense",3168
"Vargem AltaCachoeiro de ItapemirimSul Espírito-santense",3169
"Venda Nova do ImigranteAfonso CláudioCentral Espírito-santense",3170
"VianaVitóriaCentral Espírito-santense",3171
"Vila PavãoNova VenéciaNoroeste Espírito-santense",3172
"Vila ValérioNova VenéciaNoroeste Espírito-santense",3173
"Vila VelhaVitóriaCentral Espírito-santense",3174
"VitóriaVitóriaCentral Espírito-santense",3175
"Angra dos ReisBaía da Ilha GrandeSul Fluminense",3176
"AperibéSanto Antônio de PáduaNoroeste Fluminense",3177
AraruamaLagosBaixadas,3178
"ArealTrês RiosCentro Fluminense",3179
"Armação dos BúziosLagosBaixadas",3180
"Arraial do CaboLagosBaixadas",3181
"Barra do PiraíBarra do PiraíSul Fluminense",3182
"Barra MansaVale do Paraíba FluminenseSul Fluminense",3183
"Belford RoxoRio de JaneiroMetropolitana do Rio de Janeiro",3184
"Bom JardimNova FriburgoCentro Fluminense",3185
"Bom Jesus do ItabapoanaItaperunaNoroeste Fluminense",3186
"Cabo FrioLagosBaixadas",3187
"Cachoeiras de MacacuMacacu-CaceribuMetropolitana do Rio de Janeiro",3188
"CambuciSanto Antônio de PáduaNoroeste Fluminense",3189
"Campos dos GoytacazesCampos dos GoytacazesNorte Fluminense",3190
"CantagaloCantagalo-CordeiroCentro Fluminense",3191
"CarapebusMacaéNorte Fluminense",3192
"Cardoso MoreiraCampos dos GoytacazesNorte Fluminense",3193
"CarmoCantagalo-CordeiroCentro Fluminense",3194
"Casimiro de AbreuBacia de São JoãoBaixadas",3195
"Comendador Levy GasparianTrês RiosCentro Fluminense",3196
"Conceição de MacabuMacaéNorte Fluminense",3197
"CordeiroCantagalo-CordeiroCentro Fluminense",3198
"Duas BarrasNova FriburgoCentro Fluminense",3199
"Duque de CaxiasRio de JaneiroMetropolitana do Rio de Janeiro",3200
"Engenheiro Paulo de FrontinVassourasMetropolitana do Rio de Janeiro",3201
"GuapimirimRio de JaneiroMetropolitana do Rio de Janeiro",3202
"Iguaba GrandeLagosBaixadas",3203
"ItaboraíRio de JaneiroMetropolitana do Rio de Janeiro",3204
"ItaguaíItaguaíMetropolitana do Rio de Janeiro",3205
"ItalvaItaperunaNoroeste Fluminense",3206
"ItaocaraSanto Antônio de PáduaNoroeste Fluminense",3207
"ItaperunaItaperunaNoroeste Fluminense",3208
"ItatiaiaVale do Paraíba FluminenseSul Fluminense",3209
"JaperiRio de JaneiroMetropolitana do Rio de Janeiro",3210
"Laje do MuriaéItaperunaNoroeste Fluminense",3211
"MacaéMacaéNorte Fluminense",3212
"MacucoCantagalo-CordeiroCentro Fluminense",3213
"MagéRio de JaneiroMetropolitana do Rio de Janeiro",3214
"MangaratibaItaguaíMetropolitana do Rio de Janeiro",3215
"MaricáRio de JaneiroMetropolitana do Rio de Janeiro",3216
"MendesVassourasMetropolitana do Rio de Janeiro",3217
"MesquitaRio de JaneiroMetropolitana do Rio de Janeiro",3218
"Miguel PereiraVassourasMetropolitana do Rio de Janeiro",3219
"MiracemaSanto Antônio de PáduaNoroeste Fluminense",3220
"NatividadeItaperunaNoroeste Fluminense",3221
"NilópolisRio de JaneiroMetropolitana do Rio de Janeiro",3222
"NiteróiRio de JaneiroMetropolitana do Rio de Janeiro",3223
"Nova FriburgoNova FriburgoCentro Fluminense",3224
"Nova IguaçuRio de JaneiroMetropolitana do Rio de Janeiro",3225
"ParacambiVassourasMetropolitana do Rio de Janeiro",3226
"Paraíba do SulTrês RiosCentro Fluminense",3227
"ParatyBaía da Ilha GrandeSul Fluminense",3228
"Paty do AlferesVassourasMetropolitana do Rio de Janeiro",3229
"PetrópolisSerranaMetropolitana do Rio de Janeiro",3230
"PinheiralVale do Paraíba FluminenseSul Fluminense",3231
"PiraíVale do Paraíba FluminenseSul Fluminense",3232
"PorciúnculaItaperunaNoroeste Fluminense",3233
"Porto RealVale do Paraíba FluminenseSul Fluminense",3234
"QuatisVale do Paraíba FluminenseSul Fluminense",3235
"QueimadosRio de JaneiroMetropolitana do Rio de Janeiro",3236
"QuissamãMacaéNorte Fluminense",3237
"ResendeVale do Paraíba FluminenseSul Fluminense",3238
"Rio BonitoMacacu-CaceribuMetropolitana do Rio de Janeiro",3239
"Rio ClaroVale do Paraíba FluminenseSul Fluminense",3240
"Rio das FloresBarra do PiraíSul Fluminense",3241
"Rio das OstrasBacia de São JoãoBaixadas",3242
"Rio de JaneiroRio de JaneiroMetropolitana do Rio de Janeiro",3243
