mun_mic_mes,Municipio_ID
"Simão DiasTobias BarretoAgreste Sergipano",1822
"SiririCotinguibaLeste Sergipano",1823
"TelhaPropriáLeste Sergipano",1824
"Tobias BarretoTobias BarretoAgreste Sergipano",1825
"Tomar do GeruBoquimLeste Sergipano",1826
"UmbaúbaBoquimLeste Sergipano",1827
"AbaíraSeabraCentro Sul Baiano",1828
"AbaréPaulo AfonsoVale São-Franciscano da Bahia",1829
"AcajutibaAlagoinhasNordeste Baiano",1830
"AdustinaRibeira do PombalNordeste Baiano",1831
"Água FriaFeira de SantanaCentro Norte Baiano",1832
"AiquaraJequiéCentro Sul Baiano",1833
"AlagoinhasAlagoinhasNordeste Baiano",1834
"AlcobaçaPorto SeguroSul Baiano",1835
"AlmadinaIlhéus-ItabunaSul Baiano",1836
"AmargosaJequiéCentro Sul Baiano",1837
"Amélia RodriguesCatuMetropolitana de Salvador",1838
"América DouradaIrecêCentro Norte Baiano",1839
"AnagéVitória da ConquistaCentro Sul Baiano",1840
"AndaraíSeabraCentro Sul Baiano",1841
"AndorinhaSenhor do BonfimCentro Norte Baiano",1842
"AngicalCotegipeExtremo Oeste Baiano",1843
"AngueraFeira de SantanaCentro Norte Baiano",1844
"AntasRibeira do PombalNordeste Baiano",1845
"Antônio CardosoFeira de SantanaCentro Norte Baiano",1846
"Antônio GonçalvesSenhor do BonfimCentro Norte Baiano",1847
"AporáAlagoinhasNordeste Baiano",1848
"ApuaremaJequiéCentro Sul Baiano",1849
"AraçásAlagoinhasNordeste Baiano",1850
"AracatuBrumadoCentro Sul Baiano",1851
"AraciSerrinhaNordeste Baiano",1852
"AramariAlagoinhasNordeste Baiano",1853
"AratacaIlhéus-ItabunaSul Baiano",1854
"AratuípeSanto Antônio de JesusMetropolitana de Salvador",1855
"Aurelino LealIlhéus-ItabunaSul Baiano",1856
"BaianópolisBarreirasExtremo Oeste Baiano",1857
"Baixa GrandeItaberabaCentro Norte Baiano",1858
"BanzaêRibeira do PombalNordeste Baiano",1859
"BarraBarraVale São-Franciscano da Bahia",1860
"Barra da EstivaSeabraCentro Sul Baiano",1861
"Barra do ChoçaVitória da ConquistaCentro Sul Baiano",1862
"Barra do MendesIrecêCentro Norte Baiano",1863
"Barra do RochaIlhéus-ItabunaSul Baiano",1864
"BarreirasBarreirasExtremo Oeste Baiano",1865
"Barro AltoIrecêCentro Norte Baiano",1866
"Barro PretoIlhéus-ItabunaSul Baiano",1867
"BarrocasSerrinhaNordeste Baiano",1868
"BelmonteIlhéus-ItabunaSul Baiano",1869
"Belo CampoVitória da ConquistaCentro Sul Baiano",1870
"BiritingaSerrinhaNordeste Baiano",1871
"Boa NovaVitória da ConquistaCentro Sul Baiano",1872
"Boa Vista do TupimItaberabaCentro Norte Baiano",1873
"Bom Jesus da LapaBom Jesus da LapaVale São-Franciscano da Bahia",1874
"Bom Jesus da SerraVitória da ConquistaCentro Sul Baiano",1875
"BoninalSeabraCentro Sul Baiano",1876
"BonitoSeabraCentro Sul Baiano",1877
"BoquiraBoquiraCentro Sul Baiano",1878
"BotuporãBoquiraCentro Sul Baiano",1879
"BrejõesJequiéCentro Sul Baiano",1880
"BrejolândiaCotegipeExtremo Oeste Baiano",1881
"Brotas de MacaúbasBoquiraCentro Sul Baiano",1882
"BrumadoBrumadoCentro Sul Baiano",1883
"BueraremaIlhéus-ItabunaSul Baiano",1884
"BuritiramaBarraVale São-Franciscano da Bahia",1885
"CaatibaVitória da ConquistaCentro Sul Baiano",1886
"Cabaceiras do ParaguaçuSanto Antônio de JesusMetropolitana de Salvador",1887
"CachoeiraSanto Antônio de JesusMetropolitana de Salvador",1888
"CaculéGuanambiCentro Sul Baiano",1889
"CaémJacobinaCentro Norte Baiano",1890
"CaetanosVitória da ConquistaCentro Sul Baiano",1891
"CaetitéGuanambiCentro Sul Baiano",1892
"CafarnaumIrecêCentro Norte Baiano",1893
"CairuValençaSul Baiano",1894
"Caldeirão GrandeJacobinaCentro Norte Baiano",1895
"CamacanIlhéus-ItabunaSul Baiano",1896
"CamaçariSalvadorMetropolitana de Salvador",1897
"CamamuValençaSul Baiano",1898
"Campo Alegre de LourdesJuazeiroVale São-Franciscano da Bahia",1899
"Campo FormosoSenhor do BonfimCentro Norte Baiano",1900
"CanápolisSanta Maria da VitóriaExtremo Oeste Baiano",1901
"CanaranaIrecêCentro Norte Baiano",1902
"CanavieirasIlhéus-ItabunaSul Baiano",1903
"CandealSerrinhaNordeste Baiano",1904
"CandeiasSalvadorMetropolitana de Salvador",1905
"CandibaGuanambiCentro Sul Baiano",1906
"Cândido SalesVitória da ConquistaCentro Sul Baiano",1907
"CansançãoEuclides da CunhaNordeste Baiano",1908
"CanudosEuclides da CunhaNordeste Baiano",1909
"Capela do Alto AlegreSerrinhaNordeste Baiano",1910
"Capim GrossoJacobinaCentro Norte Baiano",1911
"CaraíbasBrumadoCentro Sul Baiano",1912
"CaravelasPorto SeguroSul Baiano",1913
"Cardeal da SilvaEntre RiosNordeste Baiano",1914
"CarinhanhaBom Jesus da LapaVale São-Franciscano da Bahia",1915
"Casa NovaJuazeiroVale São-Franciscano da Bahia",1916
"Castro AlvesSanto Antônio de JesusMetropolitana de Salvador",1917
"CatolândiaBarreirasExtremo Oeste Baiano",1918
"CatuCatuMetropolitana de Salvador",1919
"CaturamaBoquiraCentro Sul Baiano",1920
"CentralIrecêCentro Norte Baiano",1921
"ChorrochóPaulo AfonsoVale São-Franciscano da Bahia",1922
"Cícero DantasRibeira do PombalNordeste Baiano",1923
"CipóRibeira do PombalNordeste Baiano",1924
"CoaraciIlhéus-ItabunaSul Baiano",1925
"CocosSanta Maria da VitóriaExtremo Oeste Baiano",1926
"Conceição da FeiraFeira de SantanaCentro Norte Baiano",1927
"Conceição do AlmeidaSanto Antônio de JesusMetropolitana de Salvador",1928
"Conceição do CoitéSerrinhaNordeste Baiano",1929
"Conceição do JacuípeFeira de SantanaCentro Norte Baiano",1930
"CondeEntre RiosNordeste Baiano",1931
"CondeúbaBrumadoCentro Sul Baiano",1932
"Contendas do SincoráSeabraCentro Sul Baiano",1933
"Coração de MariaFeira de SantanaCentro Norte Baiano",1934
"CordeirosBrumadoCentro Sul Baiano",1935
"CoribeSanta Maria da VitóriaExtremo Oeste Baiano",1936
"Coronel João SáJeremoaboNordeste Baiano",1937
"CorrentinaSanta Maria da VitóriaExtremo Oeste Baiano",1938
"CotegipeCotegipeExtremo Oeste Baiano",1939
"CravolândiaJequiéCentro Sul Baiano",1940
"CrisópolisAlagoinhasNordeste Baiano",1941
"CristópolisCotegipeExtremo Oeste Baiano",1942
"Cruz das AlmasSanto Antônio de JesusMetropolitana de Salvador",1943
"CuraçáJuazeiroVale São-Franciscano da Bahia",1944
"Dário MeiraVitória da ConquistaCentro Sul Baiano",1945
"Dias d'ÁvilaSalvadorMetropolitana de Salvador",1946
"Dom BasílioLivramento do BrumadoCentro Sul Baiano",1947
"Dom Macedo CostaSanto Antônio de JesusMetropolitana de Salvador",1948
"Elísio MedradoFeira de SantanaCentro Norte Baiano",1949
"EncruzilhadaItapetingaCentro Sul Baiano",1950
"Entre RiosEntre RiosNordeste Baiano",1951
"Érico CardosoLivramento do BrumadoCentro Sul Baiano",1952
"EsplanadaEntre RiosNordeste Baiano",1953
"Euclides da CunhaEuclides da CunhaNordeste Baiano",1954
"EunápolisPorto SeguroSul Baiano",1955
"FátimaRibeira do PombalNordeste Baiano",1956
"Feira da MataBom Jesus da LapaVale São-Franciscano da Bahia",1957
"Feira de SantanaFeira de SantanaCentro Norte Baiano",1958
"FiladélfiaSenhor do BonfimCentro Norte Baiano",1959
"Firmino AlvesIlhéus-ItabunaSul Baiano",1960
"Floresta AzulIlhéus-ItabunaSul Baiano",1961
"Formosa do Rio PretoBarreirasExtremo Oeste Baiano",1962
"GanduIlhéus-ItabunaSul Baiano",1963
"GaviãoSerrinhaNordeste Baiano",1964
"Gentio do OuroIrecêCentro Norte Baiano",1965
"GlóriaPaulo AfonsoVale São-Franciscano da Bahia",1966
"GongogiIlhéus-ItabunaSul Baiano",1967
"Governador MangabeiraSanto Antônio de JesusMetropolitana de Salvador",1968
"GuajeruBrumadoCentro Sul Baiano",1969
"GuanambiGuanambiCentro Sul Baiano",1970
"GuaratingaPorto SeguroSul Baiano",1971
"HeliópolisRibeira do PombalNordeste Baiano",1972
"IaçuItaberabaCentro Norte Baiano",1973
"IbiassucêGuanambiCentro Sul Baiano",1974
"IbicaraíIlhéus-ItabunaSul Baiano",1975
"IbicoaraSeabraCentro Sul Baiano",1976
"IbicuíVitória da ConquistaCentro Sul Baiano",1977
"IbipebaIrecêCentro Norte Baiano",1978
"IbipitangaBoquiraCentro Sul Baiano",1979
"IbiqueraItaberabaCentro Norte Baiano",1980
"IbirapitangaIlhéus-ItabunaSul Baiano",1981
"IbirapuãPorto SeguroSul Baiano",1982
"IbirataiaIlhéus-ItabunaSul Baiano",1983
"IbitiaraBoquiraCentro Sul Baiano",1984
"IbititáIrecêCentro Norte Baiano",1985
"IbotiramaBarraVale São-Franciscano da Bahia",1986
"IchuSerrinhaNordeste Baiano",1987
"IgaporãGuanambiCentro Sul Baiano",1988
"IgrapiúnaValençaSul Baiano",1989
"IguaíVitória da ConquistaCentro Sul Baiano",1990
"IlhéusIlhéus-ItabunaSul Baiano",1991
"InhambupeAlagoinhasNordeste Baiano",1992
"IpecaetáFeira de SantanaCentro Norte Baiano",1993
"IpiaúIlhéus-ItabunaSul Baiano",1994
"IpiráFeira de SantanaCentro Norte Baiano",1995
"IpupiaraBoquiraCentro Sul Baiano",1996
"IrajubaJequiéCentro Sul Baiano",1997
"IramaiaJequiéCentro Sul Baiano",1998
"IraquaraIrecêCentro Norte Baiano",1999
"IraráFeira de SantanaCentro Norte Baiano",2000
"IrecêIrecêCentro Norte Baiano",2001
"ItabelaPorto SeguroSul Baiano",2002
"ItaberabaItaberabaCentro Norte Baiano",2003
"ItabunaIlhéus-ItabunaSul Baiano",2004
"ItacaréIlhéus-ItabunaSul Baiano",2005
"ItaetéSeabraCentro Sul Baiano",2006
"ItagiJequiéCentro Sul Baiano",2007
"ItagibáIlhéus-ItabunaSul Baiano",2008
"ItagimirimPorto SeguroSul Baiano",2009
"Itaguaçu da BahiaBarraVale São-Franciscano da Bahia",2010
"Itaju do ColôniaIlhéus-ItabunaSul Baiano",2011
"ItajuípeIlhéus-ItabunaSul Baiano",2012
"ItamarajuPorto SeguroSul Baiano",2013
"ItamariIlhéus-ItabunaSul Baiano",2014
"ItambéItapetingaCentro Sul Baiano",2015
"ItanagraCatuMetropolitana de Salvador",2016
"ItanhémPorto SeguroSul Baiano",2017
"ItaparicaSalvadorMetropolitana de Salvador",2018
"ItapéIlhéus-ItabunaSul Baiano",2019
"ItapebiIlhéus-ItabunaSul Baiano",2020
"ItapetingaItapetingaCentro Sul Baiano",2021
"ItapicuruRibeira do PombalNordeste Baiano",2022
"ItapitangaIlhéus-ItabunaSul Baiano",2023
"ItaquaraJequiéCentro Sul Baiano",2024
"ItarantimItapetingaCentro Sul Baiano",2025
"ItatimFeira de SantanaCentro Norte Baiano",2026
"ItiruçuJequiéCentro Sul Baiano",2027
"ItiúbaSenhor do BonfimCentro Norte Baiano",2028
"ItororóItapetingaCentro Sul Baiano",2029
"ItuaçuBrumadoCentro Sul Baiano",2030
"ItuberáValençaSul Baiano",2031
"IuiuGuanambiCentro Sul Baiano",2032
"JaborandiSanta Maria da VitóriaExtremo Oeste Baiano",2033
"JacaraciGuanambiCentro Sul Baiano",2034
"JacobinaJacobinaCentro Norte Baiano",2035
"JaguaquaraJequiéCentro Sul Baiano",2036
"JaguarariSenhor do BonfimCentro Norte Baiano",2037
"JaguaripeSanto Antônio de JesusMetropolitana de Salvador",2038
"JandaíraEntre RiosNordeste Baiano",2039
"JequiéJequiéCentro Sul Baiano",2040
"JeremoaboJeremoaboNordeste Baiano",2041
"JiquiriçáJequiéCentro Sul Baiano",2042
"JitaúnaJequiéCentro Sul Baiano",2043
"João DouradoIrecêCentro Norte Baiano",2044
"JuazeiroJuazeiroVale São-Franciscano da Bahia",2045
"JucuruçuPorto SeguroSul Baiano",2046
"JussaraIrecêCentro Norte Baiano",2047
"JussariIlhéus-ItabunaSul Baiano",2048
"JussiapeSeabraCentro Sul Baiano",2049
"Lafaiete CoutinhoJequiéCentro Sul Baiano",2050
"Lagoa RealGuanambiCentro Sul Baiano",2051
"LajeJequiéCentro Sul Baiano",2052
"LajedãoPorto SeguroSul Baiano",2053
"LajedinhoItaberabaCentro Norte Baiano",2054
"Lajedo do TabocalJequiéCentro Sul Baiano",2055
"LamarãoSerrinhaNordeste Baiano",2056
"LapãoIrecêCentro Norte Baiano",2057
"Lauro de FreitasSalvadorMetropolitana de Salvador",2058
"LençóisSeabraCentro Sul Baiano",2059
"Licínio de AlmeidaGuanambiCentro Sul Baiano",2060
"Livramento de Nossa SenhoraLivramento do BrumadoCentro Sul Baiano",2061
"Luís Eduardo MagalhãesBarreirasExtremo Oeste Baiano",2062
"MacajubaItaberabaCentro Norte Baiano",2063
"MacaraniItapetingaCentro Sul Baiano",2064
"MacaúbasBoquiraCentro Sul Baiano",2065
"MacururéPaulo AfonsoVale São-Franciscano da Bahia",2066
"Madre de DeusSalvadorMetropolitana de Salvador",2067
"MaetingaBrumadoCentro Sul Baiano",2068
"MaiquiniqueItapetingaCentro Sul Baiano",2069
"MairiItaberabaCentro Norte Baiano",2070
"MalhadaGuanambiCentro Sul Baiano",2071
"Malhada de PedrasBrumadoCentro Sul Baiano",2072
"Manoel VitorinoVitória da ConquistaCentro Sul Baiano",2073
"MansidãoCotegipeExtremo Oeste Baiano",2074
"MaracásJequiéCentro Sul Baiano",2075
"MaragogipeSanto Antônio de JesusMetropolitana de Salvador",2076
"MaraúValençaSul Baiano",2077
"Marcionílio SouzaJequiéCentro Sul Baiano",2078
"MascoteIlhéus-ItabunaSul Baiano",2079
"Mata de São JoãoCatuMetropolitana de Salvador",2080
"MatinaGuanambiCentro Sul Baiano",2081
"Medeiros NetoPorto SeguroSul Baiano",2082
"Miguel CalmonJacobinaCentro Norte Baiano",2083
"MilagresJequiéCentro Sul Baiano",2084
"MirangabaJacobinaCentro Norte Baiano",2085
"MiranteVitória da ConquistaCentro Sul Baiano",2086
"Monte SantoEuclides da CunhaNordeste Baiano",2087
"MorparáBarraVale São-Franciscano da Bahia",2088
"Morro do ChapéuJacobinaCentro Norte Baiano",2089
"MortugabaGuanambiCentro Sul Baiano",2090
"MucugêSeabraCentro Sul Baiano",2091
"MucuriPorto SeguroSul Baiano",2092
"Mulungu do MorroIrecêCentro Norte Baiano",2093
"Mundo NovoItaberabaCentro Norte Baiano",2094
"Muniz FerreiraSanto Antônio de JesusMetropolitana de Salvador",2095
"Muquém do São FranciscoBarraVale São-Franciscano da Bahia",2096
"MuritibaSanto Antônio de JesusMetropolitana de Salvador",2097
"MutuípeJequiéCentro Sul Baiano",2098
"NazaréSanto Antônio de JesusMetropolitana de Salvador",2099
"Nilo PeçanhaValençaSul Baiano",2100
"NordestinaEuclides da CunhaNordeste Baiano",2101
"Nova CanaãVitória da ConquistaCentro Sul Baiano",2102
"Nova FátimaSerrinhaNordeste Baiano",2103
"Nova IbiáIlhéus-ItabunaSul Baiano",2104
"Nova ItaranaJequiéCentro Sul Baiano",2105
"Nova RedençãoSeabraCentro Sul Baiano",2106
"Nova SoureRibeira do PombalNordeste Baiano",2107
"Nova ViçosaPorto SeguroSul Baiano",2108
"Novo HorizonteBoquiraCentro Sul Baiano",2109
"Novo TriunfoRibeira do PombalNordeste Baiano",2110
"OlindinaRibeira do PombalNordeste Baiano",2111
"Oliveira dos BrejinhosBoquiraCentro Sul Baiano",2112
"OuriçangasFeira de SantanaCentro Norte Baiano",2113
"OurolândiaJacobinaCentro Norte Baiano",2114
"Palmas de Monte AltoGuanambiCentro Sul Baiano",2115
"PalmeirasSeabraCentro Sul Baiano",2116
"ParamirimLivramento do BrumadoCentro Sul Baiano",2117
"ParatingaBom Jesus da LapaVale São-Franciscano da Bahia",2118
"ParipirangaRibeira do PombalNordeste Baiano",2119
"Pau BrasilIlhéus-ItabunaSul Baiano",2120
"Paulo AfonsoPaulo AfonsoVale São-Franciscano da Bahia",2121
"Pé de SerraSerrinhaNordeste Baiano",2122
"PedrãoFeira de SantanaCentro Norte Baiano",2123
"Pedro AlexandreJeremoaboNordeste Baiano",2124
"PiatãSeabraCentro Sul Baiano",2125
"Pilão ArcadoJuazeiroVale São-Franciscano da Bahia",2126
"PindaíGuanambiCentro Sul Baiano",2127
"PindobaçuSenhor do BonfimCentro Norte Baiano",2128
"PintadasFeira de SantanaCentro Norte Baiano",2129
"Piraí do NorteValençaSul Baiano",2130
"PiripáBrumadoCentro Sul Baiano",2131
"PiritibaJacobinaCentro Norte Baiano",2132
"PlanaltinoJequiéCentro Sul Baiano",2133
"PlanaltoVitória da ConquistaCentro Sul Baiano",2134
"PoçõesVitória da ConquistaCentro Sul Baiano",2135
"PojucaCatuMetropolitana de Salvador",2136
"Ponto NovoJacobinaCentro Norte Baiano",2137
"Porto SeguroPorto SeguroSul Baiano",2138
"PotiraguáItapetingaCentro Sul Baiano",2139
"PradoPorto SeguroSul Baiano",2140
"Presidente DutraIrecêCentro Norte Baiano",2141
"Presidente Jânio QuadrosBrumadoCentro Sul Baiano",2142
"Presidente Tancredo NevesValençaSul Baiano",2143
"QueimadasEuclides da CunhaNordeste Baiano",2144
"QuijingueEuclides da CunhaNordeste Baiano",2145
"QuixabeiraJacobinaCentro Norte Baiano",2146
"Rafael JambeiroFeira de SantanaCentro Norte Baiano",2147
"RemansoJuazeiroVale São-Franciscano da Bahia",2148
"RetirolândiaSerrinhaNordeste Baiano",2149
"Riachão das NevesBarreirasExtremo Oeste Baiano",2150
"Riachão do JacuípeSerrinhaNordeste Baiano",2151
"Riacho de SantanaGuanambiCentro Sul Baiano",2152
"Ribeira do AmparoRibeira do PombalNordeste Baiano",2153
"Ribeira do PombalRibeira do PombalNordeste Baiano",2154
"Ribeirão do LargoItapetingaCentro Sul Baiano",2155
"Rio de ContasSeabraCentro Sul Baiano",2156
"Rio do AntônioBrumadoCentro Sul Baiano",2157
"Rio do PiresLivramento do BrumadoCentro Sul Baiano",2158
"Rio RealAlagoinhasNordeste Baiano",2159
"RodelasPaulo AfonsoVale São-Franciscano da Bahia",2160
"Ruy BarbosaItaberabaCentro Norte Baiano",2161
"Salinas da MargaridaSanto Antônio de JesusMetropolitana de Salvador",2162
"SalvadorSalvadorMetropolitana de Salvador",2163
"Santa BárbaraFeira de SantanaCentro Norte Baiano",2164
"Santa BrígidaJeremoaboNordeste Baiano",2165
"Santa Cruz CabráliaPorto SeguroSul Baiano",2166
"Santa Cruz da VitóriaIlhéus-ItabunaSul Baiano",2167
"Santa InêsJequiéCentro Sul Baiano",2168
"Santa LuziaIlhéus-ItabunaSul Baiano",2169
"Santa Maria da VitóriaSanta Maria da VitóriaExtremo Oeste Baiano",2170
"Santa Rita de CássiaCotegipeExtremo Oeste Baiano",2171
"Santa TerezinhaFeira de SantanaCentro Norte Baiano",2172
"SantaluzSerrinhaNordeste Baiano",2173
"SantanaSanta Maria da VitóriaExtremo Oeste Baiano",2174
"SantanópolisFeira de SantanaCentro Norte Baiano",2175
"Santo AmaroSanto Antônio de JesusMetropolitana de Salvador",2176
"Santo Antônio de JesusSanto Antônio de JesusMetropolitana de Salvador",2177
"Santo EstêvãoFeira de SantanaCentro Norte Baiano",2178
"São DesidérioBarreirasExtremo Oeste Baiano",2179
"São DomingosSerrinhaNordeste Baiano",2180
"São FelipeSanto Antônio de JesusMetropolitana de Salvador",2181
"São FélixSanto Antônio de JesusMetropolitana de Salvador",2182
"São Félix do CoribeSanta Maria da VitóriaExtremo Oeste Baiano",2183
"São Francisco do CondeSalvadorMetropolitana de Salvador",2184
"São GabrielIrecêCentro Norte Baiano",2185
"São Gonçalo dos CamposFeira de SantanaCentro Norte Baiano",2186
"São José da VitóriaIlhéus-ItabunaSul Baiano",2187
"São José do JacuípeJacobinaCentro Norte Baiano",2188
"São Miguel das MatasJequiéCentro Sul Baiano",2189
"São Sebastião do PasséCatuMetropolitana de Salvador",2190
"SapeaçuSanto Antônio de JesusMetropolitana de Salvador",2191
"Sátiro DiasAlagoinhasNordeste Baiano",2192
"SaubaraSanto Antônio de JesusMetropolitana de Salvador",2193
"SaúdeJacobinaCentro Norte Baiano",2194
"SeabraSeabraCentro Sul Baiano",2195
"Sebastião LaranjeirasGuanambiCentro Sul Baiano",2196
"Senhor do BonfimSenhor do BonfimCentro Norte Baiano",2197
"Sento SéJuazeiroVale São-Franciscano da Bahia",2198
"Serra do RamalhoBom Jesus da LapaVale São-Franciscano da Bahia",2199
"Serra DouradaSanta Maria da VitóriaExtremo Oeste Baiano",2200
"Serra PretaFeira de SantanaCentro Norte Baiano",2201
"SerrinhaSerrinhaNordeste Baiano",2202
"SerrolândiaJacobinaCentro Norte Baiano",2203
"Simões FilhoSalvadorMetropolitana de Salvador",2204
"Sítio do MatoBom Jesus da LapaVale São-Franciscano da Bahia",2205
"Sítio do QuintoJeremoaboNordeste Baiano",2206
"SobradinhoJuazeiroVale São-Franciscano da Bahia",2207
"Souto SoaresIrecêCentro Norte Baiano",2208
"Tabocas do Brejo VelhoCotegipeExtremo Oeste Baiano",2209
"TanhaçuBrumadoCentro Sul Baiano",2210
"Tanque NovoBoquiraCentro Sul Baiano",2211
"TanquinhoFeira de SantanaCentro Norte Baiano",2212
"TaperoáValençaSul Baiano",2213
"TapiramutáItaberabaCentro Norte Baiano",2214
"Teixeira de FreitasPorto SeguroSul Baiano",2215
"Teodoro SampaioFeira de SantanaCentro Norte Baiano",2216
"TeofilândiaSerrinhaNordeste Baiano",2217
"TeolândiaIlhéus-ItabunaSul Baiano",2218
"Terra NovaCatuMetropolitana de Salvador",2219
