Municipio_ID,Municipio_Nome (UF),Municipio_Nome,Microrregião_ID,Microrregião,Mesorregião,UF,Municipio_Meso_Micro
2835,Pimenta (MG),Pimenta,286,Formiga,Oeste de Minas,MG,PimentaFormigaOeste de Minas
2836,Pingo d'Água (MG),Pingo d'Água,296,Caratinga,Vale do Rio Doce,MG,Pingo d'ÁguaCaratingaVale do Rio Doce
2837,Pintópolis (MG),Pintópolis,299,Januária,Norte de Minas,MG,PintópolisJanuáriaNorte de Minas
2838,Piracema (MG),Piracema,298,Oliveira,Oeste de Minas,MG,PiracemaOliveiraOeste de Minas
2839,Pirajuba (MG),Pirajuba,309,Frutal,Triângulo Mineiro/Alto Paranaíba,MG,PirajubaFrutalTriângulo Mineiro/Alto Paranaíba
2840,Piranga (MG),Piranga,273,Viçosa,Zona da Mata,MG,PirangaViçosaZona da Mata
2841,Piranguçu (MG),Piranguçu,304,Itajubá,Sul/Sudoeste de Minas,MG,PiranguçuItajubáSul/Sudoeste de Minas
2842,Piranguinho (MG),Piranguinho,304,Itajubá,Sul/Sudoeste de Minas,MG,PiranguinhoItajubáSul/Sudoeste de Minas
2843,Pirapetinga (MG),Pirapetinga,267,Cataguases,Zona da Mata,MG,PirapetingaCataguasesZona da Mata
2844,Pirapora (MG),Pirapora,305,Pirapora,Norte de Minas,MG,PiraporaPiraporaNorte de Minas
2845,Piraúba (MG),Piraúba,288,Ubá,Zona da Mata,MG,PiraúbaUbáZona da Mata
2846,Pitangui (MG),Pitangui,318,Pará de Minas,Metropolitana de Belo Horizonte,MG,PitanguiPará de MinasMetropolitana de Belo Horizonte
2847,Piumhi (MG),Piumhi,291,Piuí,Oeste de Minas,MG,PiumhiPiuíOeste de Minas
2848,Planura (MG),Planura,309,Frutal,Triângulo Mineiro/Alto Paranaíba,MG,PlanuraFrutalTriângulo Mineiro/Alto Paranaíba
2849,Poço Fundo (MG),Poço Fundo,268,Alfenas,Sul/Sudoeste de Minas,MG,Poço FundoAlfenasSul/Sudoeste de Minas
2850,Poços de Caldas (MG),Poços de Caldas,266,Poços de Caldas,Sul/Sudoeste de Minas,MG,Poços de CaldasPoços de CaldasSul/Sudoeste de Minas
2851,Pocrane (MG),Pocrane,263,Aimorés,Vale do Rio Doce,MG,PocraneAimorésVale do Rio Doce
2852,Pompéu (MG),Pompéu,254,Três Marias,Central Mineira,MG,PompéuTrês MariasCentral Mineira
2853,Ponte Nova (MG),Ponte Nova,256,Ponte Nova,Zona da Mata,MG,Ponte NovaPonte NovaZona da Mata
2854,Ponto Chique (MG),Ponto Chique,302,Montes Claros,Norte de Minas,MG,Ponto ChiqueMontes ClarosNorte de Minas
2855,Ponto dos Volantes (MG),Ponto dos Volantes,280,Araçuaí,Jequitinhonha,MG,Ponto dos VolantesAraçuaíJequitinhonha
2856,Porteirinha (MG),Porteirinha,313,Janaúba,Norte de Minas,MG,PorteirinhaJanaúbaNorte de Minas
2857,Porto Firme (MG),Porto Firme,273,Viçosa,Zona da Mata,MG,Porto FirmeViçosaZona da Mata
2858,Poté (MG),Poté,289,Teófilo Otoni,Vale do Mucuri,MG,PotéTeófilo OtoniVale do Mucuri
2859,Pouso Alegre (MG),Pouso Alegre,297,Pouso Alegre,Sul/Sudoeste de Minas,MG,Pouso AlegrePouso AlegreSul/Sudoeste de Minas
2860,Pouso Alto (MG),Pouso Alto,265,São Lourenço,Sul/Sudoeste de Minas,MG,Pouso AltoSão LourençoSul/Sudoeste de Minas
2861,Prados (MG),Prados,315,São João Del Rei,Campo das Vertentes,MG,PradosSão João Del ReiCampo das Vertentes
2862,Prata (MG),Prata,281,Uberlândia,Triângulo Mineiro/Alto Paranaíba,MG,PrataUberlândiaTriângulo Mineiro/Alto Paranaíba
2863,Pratápolis (MG),Pratápolis,272,Passos,Sul/Sudoeste de Minas,MG,PratápolisPassosSul/Sudoeste de Minas
2864,Pratinha (MG),Pratinha,284,Araxá,Triângulo Mineiro/Alto Paranaíba,MG,PratinhaAraxáTriângulo Mineiro/Alto Paranaíba
2865,Presidente Bernardes (MG),Presidente Bernardes,273,Viçosa,Zona da Mata,MG,Presidente BernardesViçosaZona da Mata
2866,Presidente Juscelino (MG),Presidente Juscelino,290,Curvelo,Central Mineira,MG,Presidente JuscelinoCurveloCentral Mineira
2867,Presidente Kubitschek (MG),Presidente Kubitschek,316,Diamantina,Jequitinhonha,MG,Presidente KubitschekDiamantinaJequitinhonha
2868,Presidente Olegário (MG),Presidente Olegário,301,Paracatu,Noroeste de Minas,MG,Presidente OlegárioParacatuNoroeste de Minas
2869,Prudente de Morais (MG),Prudente de Morais,278,Sete Lagoas,Metropolitana de Belo Horizonte,MG,Prudente de MoraisSete LagoasMetropolitana de Belo Horizonte
2870,Quartel Geral (MG),Quartel Geral,283,Bom Despacho,Central Mineira,MG,Quartel GeralBom DespachoCentral Mineira
2871,Queluzito (MG),Queluzito,312,Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,QueluzitoConselheiro LafaieteMetropolitana de Belo Horizonte
2872,Raposos (MG),Raposos,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,RapososBelo HorizonteMetropolitana de Belo Horizonte
2873,Raul Soares (MG),Raul Soares,256,Ponte Nova,Zona da Mata,MG,Raul SoaresPonte NovaZona da Mata
2874,Recreio (MG),Recreio,267,Cataguases,Zona da Mata,MG,RecreioCataguasesZona da Mata
2875,Reduto (MG),Reduto,255,Manhuaçu,Zona da Mata,MG,RedutoManhuaçuZona da Mata
2876,Resende Costa (MG),Resende Costa,315,São João Del Rei,Campo das Vertentes,MG,Resende CostaSão João Del ReiCampo das Vertentes
2877,Resplendor (MG),Resplendor,263,Aimorés,Vale do Rio Doce,MG,ResplendorAimorésVale do Rio Doce
2878,Ressaquinha (MG),Ressaquinha,269,Barbacena,Campo das Vertentes,MG,RessaquinhaBarbacenaCampo das Vertentes
2879,Riachinho (MG),Riachinho,305,Pirapora,Norte de Minas,MG,RiachinhoPiraporaNorte de Minas
2880,Riacho dos Machados (MG),Riacho dos Machados,313,Janaúba,Norte de Minas,MG,Riacho dos MachadosJanaúbaNorte de Minas
2881,Ribeirão das Neves (MG),Ribeirão das Neves,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,Ribeirão das NevesBelo HorizonteMetropolitana de Belo Horizonte
2882,Ribeirão Vermelho (MG),Ribeirão Vermelho,311,Lavras,Campo das Vertentes,MG,Ribeirão VermelhoLavrasCampo das Vertentes
2883,Rio Acima (MG),Rio Acima,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,Rio AcimaBelo HorizonteMetropolitana de Belo Horizonte
2884,Rio Casca (MG),Rio Casca,256,Ponte Nova,Zona da Mata,MG,Rio CascaPonte NovaZona da Mata
2885,Rio do Prado (MG),Rio do Prado,270,Almenara,Jequitinhonha,MG,Rio do PradoAlmenaraJequitinhonha
2886,Rio Doce (MG),Rio Doce,256,Ponte Nova,Zona da Mata,MG,Rio DocePonte NovaZona da Mata
2887,Rio Espera (MG),Rio Espera,273,Viçosa,Zona da Mata,MG,Rio EsperaViçosaZona da Mata
2888,Rio Manso (MG),Rio Manso,293,Itaguara,Metropolitana de Belo Horizonte,MG,Rio MansoItaguaraMetropolitana de Belo Horizonte
2889,Rio Novo (MG),Rio Novo,279,Juiz de Fora,Zona da Mata,MG,Rio NovoJuiz de ForaZona da Mata
2890,Rio Paranaíba (MG),Rio Paranaíba,282,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,MG,Rio ParanaíbaPatos de MinasTriângulo Mineiro/Alto Paranaíba
2891,Rio Pardo de Minas (MG),Rio Pardo de Minas,262,Salinas,Norte de Minas,MG,Rio Pardo de MinasSalinasNorte de Minas
2892,Rio Piracicaba (MG),Rio Piracicaba,274,Itabira,Metropolitana de Belo Horizonte,MG,Rio PiracicabaItabiraMetropolitana de Belo Horizonte
2893,Rio Pomba (MG),Rio Pomba,288,Ubá,Zona da Mata,MG,Rio PombaUbáZona da Mata
2894,Rio Preto (MG),Rio Preto,279,Juiz de Fora,Zona da Mata,MG,Rio PretoJuiz de ForaZona da Mata
2895,Rio Vermelho (MG),Rio Vermelho,275,Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Rio VermelhoConceição do Mato DentroMetropolitana de Belo Horizonte
2896,Ritápolis (MG),Ritápolis,315,São João Del Rei,Campo das Vertentes,MG,RitápolisSão João Del ReiCampo das Vertentes
2897,Rochedo de Minas (MG),Rochedo de Minas,279,Juiz de Fora,Zona da Mata,MG,Rochedo de MinasJuiz de ForaZona da Mata
2898,Rodeiro (MG),Rodeiro,288,Ubá,Zona da Mata,MG,RodeiroUbáZona da Mata
2899,Romaria (MG),Romaria,253,Patrocínio,Triângulo Mineiro/Alto Paranaíba,MG,RomariaPatrocínioTriângulo Mineiro/Alto Paranaíba
2900,Rosário da Limeira (MG),Rosário da Limeira,277,Muriaé,Zona da Mata,MG,Rosário da LimeiraMuriaéZona da Mata
2901,Rubelita (MG),Rubelita,262,Salinas,Norte de Minas,MG,RubelitaSalinasNorte de Minas
2902,Rubim (MG),Rubim,270,Almenara,Jequitinhonha,MG,RubimAlmenaraJequitinhonha
2903,Sabará (MG),Sabará,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,SabaráBelo HorizonteMetropolitana de Belo Horizonte
2904,Sabinópolis (MG),Sabinópolis,303,Guanhães,Vale do Rio Doce,MG,SabinópolisGuanhãesVale do Rio Doce
2905,Sacramento (MG),Sacramento,284,Araxá,Triângulo Mineiro/Alto Paranaíba,MG,SacramentoAraxáTriângulo Mineiro/Alto Paranaíba
2906,Salinas (MG),Salinas,262,Salinas,Norte de Minas,MG,SalinasSalinasNorte de Minas
2907,Salto da Divisa (MG),Salto da Divisa,270,Almenara,Jequitinhonha,MG,Salto da DivisaAlmenaraJequitinhonha
2908,Santa Bárbara (MG),Santa Bárbara,274,Itabira,Metropolitana de Belo Horizonte,MG,Santa BárbaraItabiraMetropolitana de Belo Horizonte
2909,Santa Bárbara do Leste (MG),Santa Bárbara do Leste,296,Caratinga,Vale do Rio Doce,MG,Santa Bárbara do LesteCaratingaVale do Rio Doce
2910,Santa Bárbara do Monte Verde (MG),Santa Bárbara do Monte Verde,279,Juiz de Fora,Zona da Mata,MG,Santa Bárbara do Monte VerdeJuiz de ForaZona da Mata
2911,Santa Bárbara do Tugúrio (MG),Santa Bárbara do Tugúrio,269,Barbacena,Campo das Vertentes,MG,Santa Bárbara do TugúrioBarbacenaCampo das Vertentes
2912,Santa Cruz de Minas (MG),Santa Cruz de Minas,315,São João Del Rei,Campo das Vertentes,MG,Santa Cruz de MinasSão João Del ReiCampo das Vertentes
2913,Santa Cruz de Salinas (MG),Santa Cruz de Salinas,262,Salinas,Norte de Minas,MG,Santa Cruz de SalinasSalinasNorte de Minas
2914,Santa Cruz do Escalvado (MG),Santa Cruz do Escalvado,256,Ponte Nova,Zona da Mata,MG,Santa Cruz do EscalvadoPonte NovaZona da Mata
2915,Santa Efigênia de Minas (MG),Santa Efigênia de Minas,303,Guanhães,Vale do Rio Doce,MG,Santa Efigênia de MinasGuanhãesVale do Rio Doce
2916,Santa Fé de Minas (MG),Santa Fé de Minas,305,Pirapora,Norte de Minas,MG,Santa Fé de MinasPiraporaNorte de Minas
2917,Santa Helena de Minas (MG),Santa Helena de Minas,261,Nanuque,Vale do Mucuri,MG,Santa Helena de MinasNanuqueVale do Mucuri
2918,Santa Juliana (MG),Santa Juliana,284,Araxá,Triângulo Mineiro/Alto Paranaíba,MG,Santa JulianaAraxáTriângulo Mineiro/Alto Paranaíba
2919,Santa Luzia (MG),Santa Luzia,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,Santa LuziaBelo HorizonteMetropolitana de Belo Horizonte
2920,Santa Margarida (MG),Santa Margarida,255,Manhuaçu,Zona da Mata,MG,Santa MargaridaManhuaçuZona da Mata
2921,Santa Maria de Itabira (MG),Santa Maria de Itabira,274,Itabira,Metropolitana de Belo Horizonte,MG,Santa Maria de ItabiraItabiraMetropolitana de Belo Horizonte
2922,Santa Maria do Salto (MG),Santa Maria do Salto,270,Almenara,Jequitinhonha,MG,Santa Maria do SaltoAlmenaraJequitinhonha
2923,Santa Maria do Suaçuí (MG),Santa Maria do Suaçuí,258,Peçanha,Vale do Rio Doce,MG,Santa Maria do SuaçuíPeçanhaVale do Rio Doce
2924,Santa Rita de Caldas (MG),Santa Rita de Caldas,266,Poços de Caldas,Sul/Sudoeste de Minas,MG,Santa Rita de CaldasPoços de CaldasSul/Sudoeste de Minas
2925,Santa Rita de Ibitipoca (MG),Santa Rita de Ibitipoca,279,Juiz de Fora,Zona da Mata,MG,Santa Rita de IbitipocaJuiz de ForaZona da Mata
2926,Santa Rita de Jacutinga (MG),Santa Rita de Jacutinga,279,Juiz de Fora,Zona da Mata,MG,Santa Rita de JacutingaJuiz de ForaZona da Mata
2927,Santa Rita de Minas (MG),Santa Rita de Minas,296,Caratinga,Vale do Rio Doce,MG,Santa Rita de MinasCaratingaVale do Rio Doce
2928,Santa Rita do Itueto (MG),Santa Rita do Itueto,263,Aimorés,Vale do Rio Doce,MG,Santa Rita do ItuetoAimorésVale do Rio Doce
2929,Santa Rita do Sapucaí (MG),Santa Rita do Sapucaí,306,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,Santa Rita do SapucaíSanta Rita do SapucaíSul/Sudoeste de Minas
2930,Santa Rosa da Serra (MG),Santa Rosa da Serra,282,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,MG,Santa Rosa da SerraPatos de MinasTriângulo Mineiro/Alto Paranaíba
2931,Santa Vitória (MG),Santa Vitória,308,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,MG,Santa VitóriaItuiutabaTriângulo Mineiro/Alto Paranaíba
2932,Santana da Vargem (MG),Santana da Vargem,294,Varginha,Sul/Sudoeste de Minas,MG,Santana da VargemVarginhaSul/Sudoeste de Minas
2933,Santana de Cataguases (MG),Santana de Cataguases,267,Cataguases,Zona da Mata,MG,Santana de CataguasesCataguasesZona da Mata
2934,Santana de Pirapama (MG),Santana de Pirapama,278,Sete Lagoas,Metropolitana de Belo Horizonte,MG,Santana de PirapamaSete LagoasMetropolitana de Belo Horizonte
2935,Santana do Deserto (MG),Santana do Deserto,279,Juiz de Fora,Zona da Mata,MG,Santana do DesertoJuiz de ForaZona da Mata
2936,Santana do Garambéu (MG),Santana do Garambéu,315,São João Del Rei,Campo das Vertentes,MG,Santana do GarambéuSão João Del ReiCampo das Vertentes
2937,Santana do Jacaré (MG),Santana do Jacaré,260,Campo Belo,Oeste de Minas,MG,Santana do JacaréCampo BeloOeste de Minas
2938,Santana do Manhuaçu (MG),Santana do Manhuaçu,255,Manhuaçu,Zona da Mata,MG,Santana do ManhuaçuManhuaçuZona da Mata
2939,Santana do Paraíso (MG),Santana do Paraíso,257,Ipatinga,Vale do Rio Doce,MG,Santana do ParaísoIpatingaVale do Rio Doce
2940,Santana do Riacho (MG),Santana do Riacho,278,Sete Lagoas,Metropolitana de Belo Horizonte,MG,Santana do RiachoSete LagoasMetropolitana de Belo Horizonte
2941,Santana dos Montes (MG),Santana dos Montes,312,Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Santana dos MontesConselheiro LafaieteMetropolitana de Belo Horizonte
2942,Santo Antônio do Amparo (MG),Santo Antônio do Amparo,298,Oliveira,Oeste de Minas,MG,Santo Antônio do AmparoOliveiraOeste de Minas
2943,Santo Antônio do Aventureiro (MG),Santo Antônio do Aventureiro,267,Cataguases,Zona da Mata,MG,Santo Antônio do AventureiroCataguasesZona da Mata
2944,Santo Antônio do Grama (MG),Santo Antônio do Grama,256,Ponte Nova,Zona da Mata,MG,Santo Antônio do GramaPonte NovaZona da Mata
2945,Santo Antônio do Itambé (MG),Santo Antônio do Itambé,275,Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Santo Antônio do ItambéConceição do Mato DentroMetropolitana de Belo Horizonte
2946,Santo Antônio do Jacinto (MG),Santo Antônio do Jacinto,270,Almenara,Jequitinhonha,MG,Santo Antônio do JacintoAlmenaraJequitinhonha
2947,Santo Antônio do Monte (MG),Santo Antônio do Monte,310,Divinópolis,Oeste de Minas,MG,Santo Antônio do MonteDivinópolisOeste de Minas
2948,Santo Antônio do Retiro (MG),Santo Antônio do Retiro,262,Salinas,Norte de Minas,MG,Santo Antônio do RetiroSalinasNorte de Minas
2949,Santo Antônio do Rio Abaixo (MG),Santo Antônio do Rio Abaixo,275,Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Santo Antônio do Rio AbaixoConceição do Mato DentroMetropolitana de Belo Horizonte
2950,Santo Hipólito (MG),Santo Hipólito,290,Curvelo,Central Mineira,MG,Santo HipólitoCurveloCentral Mineira
2951,Santos Dumont (MG),Santos Dumont,279,Juiz de Fora,Zona da Mata,MG,Santos DumontJuiz de ForaZona da Mata
2952,São Bento Abade (MG),São Bento Abade,294,Varginha,Sul/Sudoeste de Minas,MG,São Bento AbadeVarginhaSul/Sudoeste de Minas
2953,São Brás do Suaçuí (MG),São Brás do Suaçuí,312,Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,São Brás do SuaçuíConselheiro LafaieteMetropolitana de Belo Horizonte
2954,São Domingos das Dores (MG),São Domingos das Dores,296,Caratinga,Vale do Rio Doce,MG,São Domingos das DoresCaratingaVale do Rio Doce
2955,São Domingos do Prata (MG),São Domingos do Prata,274,Itabira,Metropolitana de Belo Horizonte,MG,São Domingos do PrataItabiraMetropolitana de Belo Horizonte
2956,São Félix de Minas (MG),São Félix de Minas,314,Mantena,Vale do Rio Doce,MG,São Félix de MinasMantenaVale do Rio Doce
2957,São Francisco (MG),São Francisco,299,Januária,Norte de Minas,MG,São FranciscoJanuáriaNorte de Minas
2958,São Francisco de Paula (MG),São Francisco de Paula,298,Oliveira,Oeste de Minas,MG,São Francisco de PaulaOliveiraOeste de Minas
2959,São Francisco de Sales (MG),São Francisco de Sales,309,Frutal,Triângulo Mineiro/Alto Paranaíba,MG,São Francisco de SalesFrutalTriângulo Mineiro/Alto Paranaíba
2960,São Francisco do Glória (MG),São Francisco do Glória,277,Muriaé,Zona da Mata,MG,São Francisco do GlóriaMuriaéZona da Mata
2961,São Geraldo (MG),São Geraldo,288,Ubá,Zona da Mata,MG,São GeraldoUbáZona da Mata
2962,São Geraldo da Piedade (MG),São Geraldo da Piedade,271,Governador Valadares,Vale do Rio Doce,MG,São Geraldo da PiedadeGovernador ValadaresVale do Rio Doce
2963,São Geraldo do Baixio (MG),São Geraldo do Baixio,271,Governador Valadares,Vale do Rio Doce,MG,São Geraldo do BaixioGovernador ValadaresVale do Rio Doce
2964,São Gonçalo do Abaeté (MG),São Gonçalo do Abaeté,301,Paracatu,Noroeste de Minas,MG,São Gonçalo do AbaetéParacatuNoroeste de Minas
2965,São Gonçalo do Pará (MG),São Gonçalo do Pará,310,Divinópolis,Oeste de Minas,MG,São Gonçalo do ParáDivinópolisOeste de Minas
2966,São Gonçalo do Rio Abaixo (MG),São Gonçalo do Rio Abaixo,274,Itabira,Metropolitana de Belo Horizonte,MG,São Gonçalo do Rio AbaixoItabiraMetropolitana de Belo Horizonte
2967,São Gonçalo do Rio Preto (MG),São Gonçalo do Rio Preto,316,Diamantina,Jequitinhonha,MG,São Gonçalo do Rio PretoDiamantinaJequitinhonha
2968,São Gonçalo do Sapucaí (MG),São Gonçalo do Sapucaí,306,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,São Gonçalo do SapucaíSanta Rita do SapucaíSul/Sudoeste de Minas
2969,São Gotardo (MG),São Gotardo,282,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,MG,São GotardoPatos de MinasTriângulo Mineiro/Alto Paranaíba
2970,São João Batista do Glória (MG),São João Batista do Glória,272,Passos,Sul/Sudoeste de Minas,MG,São João Batista do GlóriaPassosSul/Sudoeste de Minas
2971,São João da Lagoa (MG),São João da Lagoa,302,Montes Claros,Norte de Minas,MG,São João da LagoaMontes ClarosNorte de Minas
2972,São João da Mata (MG),São João da Mata,306,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,São João da MataSanta Rita do SapucaíSul/Sudoeste de Minas
2973,São João da Ponte (MG),São João da Ponte,302,Montes Claros,Norte de Minas,MG,São João da PonteMontes ClarosNorte de Minas
2974,São João das Missões (MG),São João das Missões,299,Januária,Norte de Minas,MG,São João das MissõesJanuáriaNorte de Minas
2975,São João del Rei (MG),São João del Rei,315,São João Del Rei,Campo das Vertentes,MG,São João del ReiSão João Del ReiCampo das Vertentes
2976,São João do Manhuaçu (MG),São João do Manhuaçu,255,Manhuaçu,Zona da Mata,MG,São João do ManhuaçuManhuaçuZona da Mata
2977,São João do Manteninha (MG),São João do Manteninha,314,Mantena,Vale do Rio Doce,MG,São João do ManteninhaMantenaVale do Rio Doce
2978,São João do Oriente (MG),São João do Oriente,296,Caratinga,Vale do Rio Doce,MG,São João do OrienteCaratingaVale do Rio Doce
2979,São João do Pacuí (MG),São João do Pacuí,302,Montes Claros,Norte de Minas,MG,São João do PacuíMontes ClarosNorte de Minas
2980,São João do Paraíso (MG),São João do Paraíso,262,Salinas,Norte de Minas,MG,São João do ParaísoSalinasNorte de Minas
2981,São João Evangelista (MG),São João Evangelista,303,Guanhães,Vale do Rio Doce,MG,São João EvangelistaGuanhãesVale do Rio Doce
2982,São João Nepomuceno (MG),São João Nepomuceno,279,Juiz de Fora,Zona da Mata,MG,São João NepomucenoJuiz de ForaZona da Mata
2983,São Joaquim de Bicas (MG),São Joaquim de Bicas,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,São Joaquim de BicasBelo HorizonteMetropolitana de Belo Horizonte
2984,São José da Barra (MG),São José da Barra,272,Passos,Sul/Sudoeste de Minas,MG,São José da BarraPassosSul/Sudoeste de Minas
2985,São José da Lapa (MG),São José da Lapa,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,São José da LapaBelo HorizonteMetropolitana de Belo Horizonte
2986,São José da Safira (MG),São José da Safira,271,Governador Valadares,Vale do Rio Doce,MG,São José da SafiraGovernador ValadaresVale do Rio Doce
2987,São José da Varginha (MG),São José da Varginha,318,Pará de Minas,Metropolitana de Belo Horizonte,MG,São José da VarginhaPará de MinasMetropolitana de Belo Horizonte
2988,São José do Alegre (MG),São José do Alegre,306,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,São José do AlegreSanta Rita do SapucaíSul/Sudoeste de Minas
2989,São José do Divino (MG),São José do Divino,271,Governador Valadares,Vale do Rio Doce,MG,São José do DivinoGovernador ValadaresVale do Rio Doce
2990,São José do Goiabal (MG),São José do Goiabal,274,Itabira,Metropolitana de Belo Horizonte,MG,São José do GoiabalItabiraMetropolitana de Belo Horizonte
2991,São José do Jacuri (MG),São José do Jacuri,258,Peçanha,Vale do Rio Doce,MG,São José do JacuriPeçanhaVale do Rio Doce
2992,São José do Mantimento (MG),São José do Mantimento,255,Manhuaçu,Zona da Mata,MG,São José do MantimentoManhuaçuZona da Mata
2993,São Lourenço (MG),São Lourenço,265,São Lourenço,Sul/Sudoeste de Minas,MG,São LourençoSão LourençoSul/Sudoeste de Minas
2994,São Miguel do Anta (MG),São Miguel do Anta,273,Viçosa,Zona da Mata,MG,São Miguel do AntaViçosaZona da Mata
2995,São Pedro da União (MG),São Pedro da União,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,São Pedro da UniãoSão Sebastião do ParaísoSul/Sudoeste de Minas
2996,São Pedro do Suaçuí (MG),São Pedro do Suaçuí,258,Peçanha,Vale do Rio Doce,MG,São Pedro do SuaçuíPeçanhaVale do Rio Doce
2997,São Pedro dos Ferros (MG),São Pedro dos Ferros,256,Ponte Nova,Zona da Mata,MG,São Pedro dos FerrosPonte NovaZona da Mata
2998,São Romão (MG),São Romão,305,Pirapora,Norte de Minas,MG,São RomãoPiraporaNorte de Minas
2999,São Roque de Minas (MG),São Roque de Minas,291,Piuí,Oeste de Minas,MG,São Roque de MinasPiuíOeste de Minas
3000,São Sebastião da Bela Vista (MG),São Sebastião da Bela Vista,306,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,São Sebastião da Bela VistaSanta Rita do SapucaíSul/Sudoeste de Minas
3001,São Sebastião da Vargem Alegre (MG),São Sebastião da Vargem Alegre,277,Muriaé,Zona da Mata,MG,São Sebastião da Vargem AlegreMuriaéZona da Mata
3002,São Sebastião do Anta (MG),São Sebastião do Anta,296,Caratinga,Vale do Rio Doce,MG,São Sebastião do AntaCaratingaVale do Rio Doce
3003,São Sebastião do Maranhão (MG),São Sebastião do Maranhão,258,Peçanha,Vale do Rio Doce,MG,São Sebastião do MaranhãoPeçanhaVale do Rio Doce
3004,São Sebastião do Oeste (MG),São Sebastião do Oeste,310,Divinópolis,Oeste de Minas,MG,São Sebastião do OesteDivinópolisOeste de Minas
3005,São Sebastião do Paraíso (MG),São Sebastião do Paraíso,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,São Sebastião do ParaísoSão Sebastião do ParaísoSul/Sudoeste de Minas
3006,São Sebastião do Rio Preto (MG),São Sebastião do Rio Preto,275,Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,São Sebastião do Rio PretoConceição do Mato DentroMetropolitana de Belo Horizonte
3007,São Sebastião do Rio Verde (MG),São Sebastião do Rio Verde,265,São Lourenço,Sul/Sudoeste de Minas,MG,São Sebastião do Rio VerdeSão LourençoSul/Sudoeste de Minas
3008,São Tiago (MG),São Tiago,315,São João Del Rei,Campo das Vertentes,MG,São TiagoSão João Del ReiCampo das Vertentes
3009,São Tomás de Aquino (MG),São Tomás de Aquino,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,São Tomás de AquinoSão Sebastião do ParaísoSul/Sudoeste de Minas
3010,São Tomé das Letras (MG),São Tomé das Letras,294,Varginha,Sul/Sudoeste de Minas,MG,São Tomé das LetrasVarginhaSul/Sudoeste de Minas
3011,São Vicente de Minas (MG),São Vicente de Minas,264,Andrelândia,Sul/Sudoeste de Minas,MG,São Vicente de MinasAndrelândiaSul/Sudoeste de Minas
3012,Sapucaí-Mirim (MG),Sapucaí-Mirim,297,Pouso Alegre,Sul/Sudoeste de Minas,MG,Sapucaí-MirimPouso AlegreSul/Sudoeste de Minas
3013,Sardoá (MG),Sardoá,303,Guanhães,Vale do Rio Doce,MG,SardoáGuanhãesVale do Rio Doce
3014,Sarzedo (MG),Sarzedo,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,SarzedoBelo HorizonteMetropolitana de Belo Horizonte
3015,Sem-Peixe (MG),Sem-Peixe,256,Ponte Nova,Zona da Mata,MG,Sem-PeixePonte NovaZona da Mata
3016,Senador Amaral (MG),Senador Amaral,297,Pouso Alegre,Sul/Sudoeste de Minas,MG,Senador AmaralPouso AlegreSul/Sudoeste de Minas
3017,Senador Cortes (MG),Senador Cortes,279,Juiz de Fora,Zona da Mata,MG,Senador CortesJuiz de ForaZona da Mata
3018,Senador Firmino (MG),Senador Firmino,288,Ubá,Zona da Mata,MG,Senador FirminoUbáZona da Mata
3019,Senador José Bento (MG),Senador José Bento,297,Pouso Alegre,Sul/Sudoeste de Minas,MG,Senador José BentoPouso AlegreSul/Sudoeste de Minas
3020,Senador Modestino Gonçalves (MG),Senador Modestino Gonçalves,316,Diamantina,Jequitinhonha,MG,Senador Modestino GonçalvesDiamantinaJequitinhonha
3021,Senhora de Oliveira (MG),Senhora de Oliveira,273,Viçosa,Zona da Mata,MG,Senhora de OliveiraViçosaZona da Mata
3022,Senhora do Porto (MG),Senhora do Porto,303,Guanhães,Vale do Rio Doce,MG,Senhora do PortoGuanhãesVale do Rio Doce
